country,to_review,suggested_standard,n1,n2,dist,standard
Italy,Molinella,Melilli,43,8,0.243386243,
Italy,Mondaino,Mondovi,7,24,0.186507937,
Italy,Mondovi,Monopoli,24,60,0.220238095,
Italy,Monselice,Montecerboli,6,52,0.231481481,
Italy,Monserrato,Lonato,54,54,0.222222222,
Italy,Montale,Montesolaro,8,27,0.168831169,
Italy,Monte Marcone,Monte Romano,15,21,0.222934473,
Italy,Monte Romano,Montemonaco,21,42,0.152525253,
Italy,Monte Sant Angelo,Monte Romano,21,3,0.240196078,
Italy,Montebello Vicentino,Montecerboli,51,52,0.238383838,
Italy,Montecatini Terme,Monte Marcone,15,3,0.244686686,
Italy,Montecchio Maggiore,Fontechiari,62,6,0.2215311,
Italy,Montemaggio,Montemurro,17,21,0.221212121,
Italy,Montemarciano,Montemonaco,6,42,0.157226107,
Italy,Montemurlo,Montemarciano,6,6,0.194871795,
Italy,Montemurro,Monserrato,54,21,0.2,
Italy,Montesilvano,Conegliano,62,30,0.219444444,
Italy,Montesilvano Marina,Montesilvano,30,24,0.122807018,
Italy,Montesolaro,Montemonaco,42,27,0.181818182,
Italy,Montopoli In Val D'arno,Monopoli,60,3,0.217391304,
Italy,Montopoli In Val Darno,Monopoli,60,3,0.212121212,
Italy,Monza,Modena,65,40,0.177777778,
Italy,Monzambano,Monza,40,6,0.166666667,
Italy,Morbegno,Modugno,61,58,0.220238095,
Italy,Morgex,Morbegno,58,13,0.247222222,
Italy,Morsano,Merano,58,27,0.150793651,
Italy,Morsano Al Tagliamento,Morsano,27,21,0.227272727,
Italy,Mortara,Perticara,6,27,0.243386243,
Italy,Muggia,Foggia,54,28,0.222222222,
Italy,Naples,Napoli,6,63,0.222222222,
Italy,Narni,Bari,62,33,0.216666667,
Italy,Narni Scalo,Narni,33,29,0.181818182,
Italy,Nuraxi Figus,Nuraminis,57,12,0.212962963,
Italy,Olbia,Alba,58,52,0.216666667,
Italy,Oleggio,Valleggia,6,27,0.243386243,
Italy,Orbassano,Cassino,62,30,0.243386243,
Italy,Oristano,Morsano,27,24,0.220238095,
Italy,Ortona,Parona,9,58,0.222222222,
Italy,Ottati,Ottana,24,12,0.222222222,
Italy,Palermo,Salerno,44,54,0.19047619,
Italy,Papariano,Capannori,60,45,0.243386243,
Italy,Paringianu,Parona,12,58,0.222222222,
Italy,Parona,Parma,66,58,0.177777778,
Italy,Partinico,Papariano,45,43,0.222222222,
Italy,Pasta,Caserta,59,27,0.20952381,
Italy,Pavia,Padova,65,63,0.177777778,
Italy,Pedagne,Mesagne,58,32,0.19047619,
Italy,Pero,Pesaro,6,54,0.111111111,
Italy,Perticara,Pescara,27,57,0.242063492,
Italy,Pesaro,Pescara,54,57,0.150793651,
Italy,Piacenza D Adige,Piacenza,64,27,0.166666667,
Italy,Pieve D'alpago,Pieve D Alpago,30,4,0.136904762,
Italy,Pineta,Potenza,27,44,0.217460317,
Italy,Pisticci Scalo,Pistoia,36,58,0.238095238,
Italy,Poggibonsi,Moggio,60,56,0.222222222,
Italy,Polistena,Cosenza,48,46,0.243386243,
Italy,Pollein,Polla,24,3,0.20952381,
Italy,Pomarance,Parma,66,7,0.248148148,
Italy,Pomigliano D'arco,Corigliano Calabro,17,9,0.209150327,
Italy,Pontedera,Potenza,6,44,0.242063492,
Italy,Porcari,Porcia,6,51,0.103174603,
Italy,Pordenone,Bressanone,58,49,0.244444444,
Italy,Porretta Terme,Montecatini Terme,3,2,0.249681691,
Italy,Portici,Partinico,43,9,0.214285714,
Italy,Porto Tolle,Porto Torres,6,30,0.143939394,
Italy,Potenza,Polistena,46,44,0.158730159,
Italy,Pozzallo,Polla,24,3,0.191666667,
Italy,Prata Di Pordenone,Prato,6,66,0.240740741,
Italy,Prato Del Mare,Prato,66,3,0.214285714,
Italy,Prese Montone,Cairo Montenotte,62,3,0.23525641,
Italy,Propata,Prato,66,9,0.195238095,
Italy,Quartu Sant Elena,Quartu Sant'elena,3,24,0.100653595,
Italy,Quiliano,Milano,66,38,0.180555556,
Italy,Reggio Calabria,Reggio Di Calabria,19,27,0.133333333,
Italy,Reggio Di Calabria,Reggio Emilia,27,32,0.226366226,
Italy,Reggio Emilia,Reggio Nell Emilia,32,34,0.143874644,
Italy,Reggio Nell'emilia,Reggio Emilia,32,5,0.178418803,
Italy,Renon,Ravenna,64,54,0.20952381,
Italy,Riesci,Rieti,27,62,0.177777778,
Italy,Rivolta D Adda,Calusco D Adda,30,3,0.223809524,
Italy,Rivolta D'adda,Rivolta D Adda,3,3,0.123015873,
Italy,Rosignano Marittimo,Milano Marittima,27,6,0.206224696,
Italy,Sacile,Saliceto,44,58,0.138888889,
Italy,Salerno,Ferno,58,54,0.20952381,
Italy,Saliceto,Spoleto,58,62,0.220238095,
Italy,San Gavino Monreale,San Giuliano Terme,24,32,0.249137802,
Italy,San Giovanni La Punta,San Giovanni Al Natisone,44,3,0.199929972,
Italy,San Giuliano Milanese,San Giuliano Terme,24,32,0.150793651,
Italy,San Lazzaro,Catanzaro,40,30,0.242905243,
Italy,San Lazzaro Di Savena,San Lazzaro,30,28,0.158730159,
Italy,San Leo,San Severo,24,40,0.180952381,
Italy,San Martino Buon Albergo,San Martino Spino,6,27,0.221521942,
Italy,San Martino In Freddana Monsagrati,San Martino In Trignano,27,56,0.177594358,
Italy,San Martino Spino,San Martino In Trignano,56,27,0.177379937,
Italy,San Paolo,San Rocco,27,32,0.222222222,
Italy,San Pietro Avellana,San Pietro Vernotico,27,58,0.221929825,
Italy,San Remo,San Leo,24,18,0.130952381,
Italy,San Rocco,San Rocco Al Porto,32,34,0.166666667,
Italy,San Vitaliano,San Paolo,27,15,0.227920228,
Italy,Sanremo,San Remo,18,9,0.130952381,
Italy,Sant Antioco,San Rocco,32,6,0.212962963,
Italy,Sant Apollinare,San Pietro Avellana,27,27,0.240893901,
Italy,Sant'antioco,Sant Antioco,6,3,0.111111111,
Italy,Sant'eufemia A Maiella,Sant Eufemia A Maiella,15,6,0.102272727,
Italy,Santa Colomba Ii,San Paolo,27,21,0.24537037,
Italy,Santa Giustina In Colle,Santa Giusta,51,1,0.15942029,
Italy,Santa Vittoria,Santa Giusta,51,27,0.202380952,
Italy,Santo Marino,San Martino Spino,27,27,0.209150327,
Italy,Santuario,Sant'antioco,3,3,0.212962963,
Italy,Sarezzo,Arezzo,61,58,0.150793651,
Italy,Saronno,Salerno,54,38,0.19047619,
Italy,Schio,Schivenoglia,58,62,0.194444444,
Italy,Seriate,Merate,38,6,0.150793651,
Italy,Sermide,Seriate,6,6,0.19047619,
Italy,Settignano,Signa,24,51,0.166666667,
Italy,Siena,Signa,23,51,0.133333333,
Italy,Simeri Crichi,Simeri Mare,19,21,0.219114219,
Italy,Solarino,Bolano,54,3,0.180555556,
Italy,Soresina,Brescia,66,62,0.220238095,
Italy,Sparanise,Trapani,24,43,0.214285714,
Italy,Spinea,Siena,23,6,0.122222222,
Italy,Spoltore,Spoleto,62,6,0.113095238,
Italy,Stazione,Magione,56,56,0.220238095,
Italy,Stazione Di Padule,Stazione,56,56,0.185185185,
Italy,Surbo,Turbigo,48,52,0.20952381,
Italy,Tarvisio,Treviso,6,64,0.130952381,
Italy,Tavazzano,Taranto,65,30,0.243386243,
Italy,Tavazzano Con Villavesco,Tavazzano,30,28,0.208333333,
Italy,Teramo,Bergamo,65,51,0.150793651,
Italy,Termoli,Terni,57,62,0.20952381,
Italy,Teverola,Termoli,57,9,0.220238095,
Italy,Tolfa,Solofra,36,12,0.20952381,
Italy,Torchiarolo,Torgiano,36,38,0.234848485,
Italy,Torgiano,Taranto,65,38,0.220238095,
Italy,Torrechiara,Porcia,51,32,0.237373737,
Italy,Tortol,Loreto,6,3,0.222222222,
Italy,Torviscosa,Treviso,58,64,0.180952381,
Italy,Trapani,Terni,62,43,0.20952381,
Italy,Trento,Taranto,65,65,0.150793651,
Italy,Treviglio,Treviso,59,64,0.158730159,
Italy,Trezzo Sull'adda,Trezzo Sull Adda,3,3,0.107142857,
Italy,Tricarico,Torchiarolo,36,12,0.242905243,
Italy,Trivero,Treviso,64,38,0.150793651,
Italy,Turbigo,Treviglio,59,52,0.243386243,
Italy,Urbino,Torino,66,47,0.222222222,
Italy,Valdagno,Viadana,6,30,0.220238095,
Italy,Valleggia,Viareggio,27,62,0.222222222,
Italy,Varenna,Ravenna,64,27,0.19047619,
Italy,Velturno,Belluno,62,21,0.220238095,
Italy,Verbania,Varenna,27,8,0.186507937,
Italy,Verona,Cremona,65,61,0.217460317,
Italy,Verucchio,Vinchio,34,62,0.243386243,
Italy,Vezzano,Rezzato,58,58,0.19047619,
Italy,Vicenza,Piacenza,64,64,0.130952381,
Italy,Vigevano,Vezzano,58,58,0.220238095,
Italy,Viggiano,Vigevano,58,44,0.166666667,
Italy,Vignola,Signa,51,6,0.20952381,
Italy,Villa Caldari,Villa Baldassarri,52,15,0.123680241,
Italy,Villa Minozzo,Villa Pigna,7,24,0.219114219,
Italy,Villaseta,Villasor,3,9,0.194444444,
Italy,Villasor,Villa Baldassarri,52,9,0.237745098,
Italy,Vimercate,Merate,38,6,0.203703704,
Italy,Vipiteno,Viterbo,6,62,0.220238095,
Italy,Volla,Polla,24,9,0.133333333,
Italy,Voltana,Polistena,46,27,0.243386243,
Italy,Zona Industriale San Nicola,Zona Industriale,15,15,0.135802469,
Jamaica,Old Harbour Plains,Old Harbour Plains St Catherine,1,3,0.139784946,
Japan,Chikusa-Ku,Chuo-Ku,2,4,0.180952381,
Japan,Chiyoda,Chiba,6,3,0.20952381,
Japan,Chiyoda City,Chiyoda,3,3,0.138888889,
Japan,Chiyoda-Ku,Chuo-Ku,2,4,0.180952381,
Japan,Fukuoka City,Fukuoka,21,13,0.138888889,
Japan,Gifu City,Gifu,12,10,0.185185185,
Japan,Hachioji City,Hachioji,12,10,0.128205128,
Japan,Hiroshima,Kagoshima,6,12,0.222222222,
Japan,Kagoshima City,Kagoshima,12,10,0.119047619,
Japan,Kyoto City,Kyoto,15,13,0.166666667,
Japan,Minami-Ku,Kita-Ku,6,2,0.243386243,
Japan,Moji-Ku,Minami-Ku,2,2,0.243386243,
Japan,Nagoya City,Nagoya,24,10,0.151515152,
Japan,Nakagyo-Ku,Nagoya,24,2,0.216666667,
Japan,Niigata City,Niigata,18,10,0.138888889,
Japan,Okayama City,Okayama,18,10,0.138888889,
Japan,Okinawa City,Okinawa,12,10,0.138888889,
Japan,Osaka City,Okayama City,10,10,0.153703704,
Japan,Sakai-Ku,Naka-Ku,4,2,0.130952381,
Japan,Sapporo City,Sapporo,18,10,0.138888889,
Japan,Sendai City,Sendai,18,10,0.151515152,
Japan,Shizuoka City,Shizuoka,12,10,0.128205128,
Japan,Urawa-Ku,Naka-Ku,4,2,0.220238095,
Japan,Yokohama City,Yokohama,12,10,0.128205128,
Jordan,Al Karak,Al Zarqa,3,9,0.166666667,
Jordan,Al Zarqa,Al-Zarqa',9,12,0.115740741,
Jordan,Al-Karak,Al-Zarqa',4,12,0.194444444,
Jordan,Al-Zarqa',Zarqa,12,18,0.148148148,
Kuwait,Al Jahra,Al Fahaheel,12,12,0.234848485,
Kuwait,Al-Fahaheel,Al-Jahra,11,13,0.234848485,
Kuwait,Ali Subah Al Salem,Al Salam,12,9,0.24537037,
Kuwait,Ali Subah Al-Salem,Al Salam,12,11,0.24537037,
Kuwait,Capital Governorate,Ahmadi Governorate,21,21,0.161793372,
Kuwait,Hawali Governorate,Capital Governorate,21,12,0.120918616,
Kuwait,Hawalli Governorate,Capital Governorate,21,9,0.136513158,
Kuwait,Jahra Governorate,Capital Governorate,21,21,0.146542828,
Kuwait,Kuwait,Kuwait City,9,11,0.151515152,
Latvia,Rucavas Pagasts,Rucava,43,21,0.2,
Latvia,Ventspils Pils_ta,Ventspils,62,3,0.156862745,
Lithuania,Panevėžys,Panevezys,58,9,0.148148148,
Luxembourg,Bekerich,Diekirch,8,9,0.222222222,
Luxembourg,Bettembourg,Luxembourg,9,62,0.221212121,
Luxembourg,Differdange,Walferdange,3,24,0.181818182,
Luxembourg,Junglinster,Bourglinster,30,24,0.218013468,
Malaysia,Johor Bahru,Johor,6,1,0.181818182,
Malaysia,Kajang,Pahang,1,6,0.222222222,
Malaysia,Kangar,Kajang,1,1,0.211111111,
Malaysia,Kelantan,Kuantan,6,9,0.130952381,
Malaysia,Klang,Kajang,1,1,0.177777778,
Malaysia,Kuala Selangor,Selangor,1,6,0.226190476,
Malaysia,Kuala Terengganu,Kuala Selangor,1,1,0.205898268,
Malaysia,Labuan,W P Labuan,1,3,0.133333333,
Malaysia,Perai,Perak,1,6,0.133333333,
Malaysia,W.p Labuan,W P Labuan,3,3,0.133333333,
Malta,H'attard,Attard,24,16,0.247222222,
Malta,Iz Zejtun,Zejtun,3,36,0.111111111,
Malta,Iz-Zejtun,Zejtun,27,36,0.111111111,
Malta,L Imsida,Msida,3,36,0.233333333,
Malta,L-Imsida,Msida,29,36,0.233333333,
Malta,Zeijtun,Iz Zejtun,3,1,0.158730159,
Mauritius,Beau Bassin Rose Hill,Beau Bassin,9,6,0.158730159,
Mauritius,"Bramsthan, Flacq",Bramsthan,7,2,0.145833333,
Mexico,Iztacalco,Iztapalapa,48,54,0.244444444,
Mexico,Leòn,Leon,14,2,0.166666667,
Mexico,Mexico,Mexico City,24,43,0.151515152,
Mexico,Mexico City,Mexicali,48,43,0.234848485,
Mexico,Morelia,Merida,6,6,0.217460317,
Mexico,Oaxaca De Juarez,Naucalpan De Juarez,55,6,0.153195489,
Mexico,Ocoyoacac,Coyoacan,36,20,0.194444444,
Mexico,Residencias,Residencial Veredas Del Sol,6,6,0.197530864,
Mexico,Saltillo,Silao,6,16,0.191666667,
Mexico,Tlalpan,Tultitlan,18,55,0.243386243,
Mexico,Tlaxcoapan,Tlaxcala,3,3,0.141666667,
Mexico,Toluca De Lerdo,Toluca,10,6,0.2,
Mexico,Zapotlan De Juarez,Oaxaca De Juarez,6,3,0.194444444,
Mexico,Zona Met De Guadalajara,Zona Metropolitana De Guadalajara,1,7,0.195213,
Mexico,Zona Met Del Valle De Mexico,Zona Metropolitana Del Valle De Mexico,1,4,0.194862155,
Mexico,Zona Metropolitana De Juarez,Zona Metropolitana De Guadalajara,7,1,0.116522367,
Mexico,Zona Metropolitana De Monterrey,Zona Metropolitana De Juarez,1,1,0.136776754,
Mexico,Zona Metropolitana Del Valle De Mexico,Zona Metropolitana De Guadalajara,7,4,0.234549442,
Mexico,Zona Metropolitana Del Valle De Toluca,Zona Metropolitana De Guadalajara,7,7,0.201611254,
Mexico,Zona Metropolitana Puebla Tlaxcala,Zona Metropolitana De Guadalajara,7,1,0.160097709,
Mongolia,Khobd,Khovd,2,6,0.133333333,
Myanmar (Burma),Rangoon,Yangon,3,39,0.150793651,
Myanmar (Burma),Taungoo,Nyaung Oo,7,7,0.243386243,
Myanmar (Burma),Thaungtha,Taungoo,7,1,0.243386243,
Nepal,Dhm Pokhara,Pokhara,3,24,0.216450216,
Nepal,Gbs Pokhara,Pokhara,3,24,0.121212121,
Nepal,Kathmandu Valley,Kathmandu,39,1,0.145833333,
Nepal,Pu Pokhara,Dhm Pokhara,3,3,0.199242424,
Nepal,Shankapark,Bhaktapur,3,3,0.244444444,
Netherlands,Amsterdam,Rotterdam,41,42,0.222222222,
Netherlands,Amsterdam-Zuidoost,Amsterdam,41,21,0.166666667,
Netherlands,Bilthoven,Eindhoven,6,34,0.222222222,
Netherlands,Breukelen,Heerlen,24,41,0.214285714,
Netherlands,Dordrecht,Utrecht,37,61,0.243386243,
Netherlands,Europoort Rotterdam,Greater Rotterdam,9,24,0.234976582,
Netherlands,Greater Amsterdam,Greater Alkmaar,24,24,0.19248366,
Netherlands,Greater Ede,Greater Amsterdam,24,24,0.200891266,
Netherlands,Greater Eindhoven,Greater Ede,24,24,0.117647059,
Netherlands,Greater Haarlem,Greater Alkmaar,24,24,0.152991453,
Netherlands,Greater Heemskerk,Greater Haarlem,24,24,0.206372549,
Netherlands,Greater Heerlen,Greater Heemskerk,24,24,0.148516843,
Netherlands,Greater Leiden,Greater Ede,24,9,0.158874459,
Netherlands,Greater Rotterdam,Greater Amsterdam,24,24,0.18907563,
Netherlands,Haarlemmermeer,Haarlem,34,24,0.166666667,
Netherlands,Huijbergen,Eibergen,55,55,0.141666667,
Netherlands,Moerdijk,Noordwijk,10,38,0.194444444,
Netherlands,Noordhoek,Noordwijk,24,38,0.222222222,
Netherlands,Noordwijkerhout,Noordwijk,38,24,0.133333333,
Netherlands,Veldhoven,Eindhoven,34,32,0.222222222,
Netherlands,Velsen,Velsen Noord,2,3,0.166666667,
Netherlands,Westzaan,Westmaas,55,32,0.166666667,
Netherlands,Zaanstad,Zaandam,38,28,0.186507937,
New Zealand,Ashburton,Ashburton District,7,12,0.166666667,
New Zealand,Clutha District,Ruapehu District,9,12,0.177777778,
New Zealand,Dunedin City,Dunedin,10,9,0.138888889,
New Zealand,Far North District,Otorohanga District,3,9,0.233221944,
New Zealand,Gore,Gore District,7,9,0.230769231,
New Zealand,Gore District,Buller District,12,9,0.17047397,
New Zealand,Hamilton City,Hamilton,10,9,0.128205128,
New Zealand,Hastings District,Hastings,9,6,0.176470588,
New Zealand,Lower Hutt City,Lower Hutt,9,9,0.111111111,
New Zealand,Marlborough District,Marlborough,15,12,0.15,
New Zealand,Masterton District,Masterton,10,9,0.166666667,
New Zealand,Matamata-Piako District,Matamata,7,6,0.217391304,
New Zealand,Napier,Napier City,9,12,0.151515152,
New Zealand,Nelson Airshed A,Nelson,24,4,0.208333333,
New Zealand,Nelson Airshed B,Nelson,24,4,0.208333333,
New Zealand,Nelson City,Nelson,24,12,0.151515152,
New Zealand,Otorohanga District,Ashburton District,12,9,0.20941242,
New Zealand,Rotorua District,Ruapehu District,9,12,0.166666667,
New Zealand,Southland,Northland,21,21,0.148148148,
New Zealand,Southland District,Clutha District,9,9,0.143915344,
New Zealand,Tasman District,Timaru District,6,12,0.161111111,
New Zealand,Taumarunui,Tasman,21,7,0.222222222,
New Zealand,Taupo District,Ruapehu District,12,9,0.158730159,
New Zealand,Tauranga,Tauranga City,7,9,0.128205128,
New Zealand,Tauranga City,Taranaki,15,9,0.195512821,
New Zealand,Thames-Coromandel District,Masterton District,9,3,0.241025641,
New Zealand,Timaru,Timaru District,10,12,0.2,
New Zealand,Timaru District,Buller District,12,12,0.208080808,
New Zealand,Turangi,Tauranga,7,7,0.214285714,
New Zealand,Upper Hutt,Lower Hutt,9,9,0.2,
New Zealand,Upper Hutt City,Upper Hutt,9,9,0.111111111,
New Zealand,Waimate,Waimate District,7,12,0.1875,
New Zealand,Waimate District,Waimakariri District,12,12,0.213095238,
New Zealand,Waipa District,Waimate District,12,9,0.201694139,
New Zealand,Waitaki District,Waimate District,12,3,0.19047619,
New Zealand,Waitomo District,Waimate District,12,9,0.107142857,
New Zealand,Whakatane District,Waimate District,12,6,0.115740741,
New Zealand,Whangarei District,Whangarei,9,9,0.166666667,
North Macedonia,Kavadartsi,Kavadarci,30,13,0.103703704,
North Macedonia,Tetove,Tetovo,20,32,0.111111111,
Norway,Aalesund,Langesund,7,18,0.194444444,
Norway,Bodø,Bodo,12,6,0.166666667,
Norway,Brevik,Narvik,9,32,0.222222222,
Norway,Drammensveien,Drammen,58,15,0.153846154,
Norway,Hurdal Municipality,Hurdal,33,18,0.228070175,
Norway,Lillestrom,Tiller,32,35,0.222222222,
Pakistan,Lahore - Johar Town,Lahore,16,2,0.228070175,
Peru,Lima Centro,Lima,65,27,0.212121212,
Peru,Lima Este,Lima,65,27,0.185185185,
Peru,Lima Norte,Lima Centro,27,27,0.168013468,
Peru,Lima Sur,Lima,65,27,0.166666667,
Peru,San Juan De Lurigancho,San Juan De Miraflores,21,36,0.202651515,
Philippines,Baguio,Baguio City,5,16,0.151515152,
Philippines,Caloocan,Caloocan City,3,13,0.128205128,
Philippines,Caloocan City,Zamboanga City,13,19,0.221611722,
Philippines,Daguapan,Dagupan City,3,21,0.228174603,
Philippines,Daguapan City,Daguapan,3,1,0.128205128,
Philippines,Davao,Davao City,3,19,0.166666667,
Philippines,Davao City,Dagupan City,21,19,0.177777778,
Philippines,Las Pina,Las Pina City,6,8,0.128205128,
Philippines,Marikina,Marikina City,3,22,0.128205128,
Philippines,Muntinlupa,Muntinlupa City,6,20,0.111111111,
Philippines,Navotas,Navotas City,6,11,0.138888889,
Philippines,Navotas City,Davao City,19,11,0.227777778,
Philippines,Paranaque,Paranaque City,6,8,0.119047619,
Philippines,Paranaque City,Pasay City,8,13,0.20952381,
Philippines,Pasay,Pasay City,3,13,0.166666667,
Philippines,Pasay City,Davao City,19,13,0.2,
Philippines,Pateros,Pateros City,3,4,0.138888889,
Philippines,Pateros City,Pasay City,13,4,0.177777778,
Philippines,Quezon,Quezon City,3,22,0.151515152,
Philippines,San Carlos,San Carlos City,3,16,0.111111111,
Philippines,Valenzuela,Valenzuela City,3,16,0.111111111,
Philippines,Valenzuela City,Quezon City,22,16,0.249494949,
Philippines,Zamboanga,Zamboanga City,3,19,0.119047619,
Poland,Belchatow,Zelechow,12,24,0.194444444,
Poland,Bełchatow,Ciechanow,9,20,0.222222222,
Poland,Biala Roza,Biala Podlaska,57,21,0.20952381,
Poland,Boles Awiecki,Boles_awiecki,6,32,0.102564103,
Poland,Bolesławiec,Boles_awiecki,32,3,0.107226107,
Poland,Borowiec,Sosnowiec,26,51,0.194444444,
Poland,Brodnica,Bochnia,59,31,0.220238095,
Poland,Brzeszcze,Brzesko,3,3,0.243386243,
Poland,Bukowno,Lukow,3,6,0.20952381,
Poland,Chelmno,Chełm,3,3,0.20952381,
Poland,Chełm,Chelm,52,3,0.133333333,
Poland,Chrzanow,Chorzow,6,3,0.130952381,
Poland,Ciechanow,Ciechocinek,20,49,0.242905243,
Poland,Czerniawa,Czerwonak,6,9,0.21957672,
Poland,Dabrowa,Dabrowa Gornicza,21,34,0.1875,
Poland,Dabrowa Górnicza,Dabrowa,21,1,0.1875,
Poland,Dabrowa Tarnowska,Dabrowa,21,3,0.196078431,
Poland,Daszyna,Pszczyna,24,55,0.220238095,
Poland,Dobczyce,Glubczyce,3,51,0.194444444,
Poland,Duszniki Zdroj,Busko Zdroj,27,3,0.17965368,
Poland,Duszniki-Zdroj,Busko-Zdroj,32,3,0.17965368,
Poland,Elbl?G,Elblag,1,61,0.222222222,
Poland,Ełk,Elk,12,9,0.222222222,
Poland,Florianka,Trzcianka,6,11,0.222222222,
Poland,Glogow,Godow,55,59,0.177777778,
Poland,Gorlice,Gliwice,62,55,0.19047619,
Poland,Gorzow Wielkopolski,Ostrow Wielkopolski,56,57,0.230263158,
Poland,Gorzow Wlkp.,Gorzow Wielkopolski,56,5,0.168128655,
Poland,Gorzów Wielkopolski,Ostrow Wielkopolski,3,57,0.126096491,
Poland,Gołdap,Goldap,55,3,0.111111111,
Poland,Hajnowka,Sanok,11,49,0.233333333,
Poland,Horyniec Zdroj,Krynica Zdroj,3,6,0.122710623,
Poland,Horyniec-Zdroj,Iwonicz-Zdroj,3,9,0.172161172,
Poland,Ilawa,Olawa,49,55,0.133333333,
Poland,Inowroc_awski,Inowroclaw,3,57,0.135897436,
Poland,Iwonicz Zdroj,Szczawno Zdroj,12,31,0.198468198,
Poland,Iwonicz-Zdroj,Szczawno-Zdroj,9,25,0.198468198,
Poland,Jarczew,Tczew,27,35,0.20952381,
Poland,Jaroslaw,Wroclaw,55,63,0.220238095,
Poland,Jasna Gora,Jelenia Gora,7,58,0.219444444,
Poland,Jedrzejow,Jarczew,27,3,0.243386243,
Poland,Jelenia Gora,Zielona Gora,58,60,0.244444444,
Poland,Jelenia Góra,Zielona Gora,2,60,0.240740741,
Poland,Jeleniogorski,Jelenia Gora,58,4,0.239316239,
Poland,Kalinowka,Hajnowka,11,6,0.194444444,
Poland,Kamienna Gora,Jasna Gora,7,3,0.194871795,
Poland,Kaszow,Kalisz,62,27,0.222222222,
Poland,Knurow,Krakow,55,59,0.222222222,
Poland,Kolobrzeg,Korsze,9,12,0.203703704,
Poland,Koniczynka,Konin,28,55,0.166666667,
Poland,Konin,Koszalin,55,62,0.233333333,
Poland,Konskie,Konin,55,3,0.20952381,
Poland,Kornik,Krasnik,24,45,0.150793651,
Poland,Koscierzyna,Pszczyna,53,55,0.234848485,
Poland,Koszalin,Kalisz,62,62,0.222222222,
Poland,Kołobrzeg,Korsze,6,12,0.203703704,
Poland,Kraków,Krakow,59,4,0.111111111,
Poland,Krasnobrod,Krosno,3,59,0.216666667,
Poland,Kromolin,Konin,55,12,0.233333333,
Poland,Krynica Zdroj,Iwonicz Zdroj,12,6,0.205128205,
Poland,Krynica-Zdroj,Horyniec-Zdroj,3,3,0.122710623,
Poland,Kudowa Zdroj,Krynica Zdroj,6,3,0.239316239,
Poland,Kudowa-Zdroj,Krynica-Zdroj,3,3,0.239316239,
Poland,Ladek Zdroj,Rabka Zdroj,3,9,0.181818182,
Poland,Limanowa,Rymanow,3,12,0.220238095,
Poland,Lodz,Lomza,59,61,0.216666667,
Poland,Luban,Lublin,9,62,0.177777778,
Poland,Lubań,Luban,9,6,0.133333333,
Poland,Lubin,Luban,9,7,0.133333333,
Poland,Lubliniec,Lublin,62,55,0.111111111,
Poland,Lódz,Lodz,59,3,0.166666667,
Poland,Lądek-Zdroj,Ladek Zdroj,3,3,0.121212121,
Poland,Malbork,Kluczbork,52,42,0.243386243,
Poland,Marwice,Wagrowiec,6,55,0.214285714,
Poland,Miechow,Ciechanow,20,3,0.158730159,
Poland,Mielec,Kielce,62,48,0.177777778,
Poland,Mielecki,Zgorzelecki,13,25,0.234848485,
Poland,Mlawa,Ilawa,49,40,0.133333333,
Poland,Muszyna,Daszyna,24,12,0.19047619,
Poland,Naklo,Naklo Nad Notecia,7,46,0.235294118,
Poland,Naleczow,Naklo,7,6,0.233333333,
Poland,Nałęczow,Naleczow,6,3,0.166666667,
Poland,Nidzica,Swidnica,49,51,0.220238095,
Poland,Nowa Slupia,Nowa Sol,3,6,0.162878788,
